studentid;karak2_vo3lv;karak6_vo3lv;karak12_vo3lv;karak50_vo3lv;karak92_vo3lv;karak87_vo3lv;karak8_vo3lv;karak88b_vo3lv;karak16_vo3lv;karak20_vo3lv;karak89_vo3lv;karak7_vo3lv;karak11b_vo3lv;karak15_vo3lv;karak19_vo3lv;karak5_vo3lv;karak10b_vo3lv;karak53b_vo3lv;karak93_vo3lv;karak90_vo3lv;karak94_vo3lv;karak95_vo3lv;karak96_vo3lv;karak16b_vo3lv;karak97_vo3lv;karak2b_vo3lv;karak98_vo3lv;open;cons;extra;agree;neur
3029;2;4;1;4;3;3;4;2;3;3;3;4;0;4;2;4;4;4;3;3;3;3;3;2;3;3;3;.85381156;.56762934;1.0685173;.6224739;.79511821
8027;2;2;1;3;2;1;3;3;3;3;2;0;0;3;3;3;3;2;2;3;2;3;2;1;3;2;1;-.21481431;.76270741;.65076482;.11656155;.73588836
6876;2;2;2;3;3;3;3;1;3;1;2;2;1;3;1;3;2;3;3;1;2;3;3;1;1;2;1;.14335383;.29484859;.29489246;.35519829;-.48993769
7054;2;1;2;3;3;3;3;0;3;3;3;3;1;3;3;1;2;3;3;3;1;3;4;1;2;2;1;-.21784197;-.024569424;.28178257;.35519829;.78999603
4327;2;2;3;2;2;2;2;1;3;3;3;2;1;1;3;3;1;2;2;3;1;1;2;1;4;2;3;-.045394603;-.79860431;-.27905467;-.61151803;.92464864
3022;3;2;3;3;2;2;2;4;3;3;2;3;1;3;2;2;2;2;3;3;0;2;1;2;3;3;2;-.18649749;-.40100229;.13173935;.14048328;.55225027
2060;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
6883;2;1;3;3;2;2;2;1;3;4;4;3;3;3;3;3;3;1;3;2;3;2;2;1;0;2;2;.46701789;-.39682126;-.86762142;.35519829;.14600454
8960;3;2;0;3;3;4;3;4;3;3;1;3;0;3;0;2;3;3;3;1;2;3;4;1;4;4;1;.55166584;.32992801;1.6092863;.35519829;.23105097
5300;2;2;2;3;2;3;3;1;3;3;3;1;2;3;2;2;3;2;2;1;2;3;2;1;1;2;1;.13194938;.6184476;-.29283869;.11656155;-.21082179
3349;1;1;1;1;3;1;1;1;1;1;1;3;3;3;0;3;2;2;1;1;1;1;1;1;1;1;1;-.92625093;-.7909885;-.49235487;-1.0569615;-.67357576
6196;1;3;3;3;2;3;4;4;3;2;4;1;3;2;1;2;3;1;1;2;3;4;3;1;3;3;3;.4898968;.84005231;-.085363105;-.36816424;.0066635557
7578;1;1;2;3;3;3;3;1;3;3;3;1;2;3;1;4;3;1;3;1;2;3;1;1;1;2;1;.30673626;.44328937;-.69400203;.35519829;-.15159188
4867;3;3;1;3;3;3;4;1;2;1;3;2;1;3;1;3;3;3;3;1;1;1;4;1;1;3;1;.5067392;.45013249;.65340841;.12365671;-.48993769
7806;2;0;3;1;2;1;4;1;1;0;1;3;1;1;0;3;4;3;2;1;2;1;3;1;0;2;1;-.37917557;-.04026271;.12210865;-1.3105028;-1.274377
3794;4;1;1;4;3;3;2;4;3;3;1;2;1;3;3;2;3;4;4;4;3;3;4;0;1;3;1;.5270468;.10996106;1.4653658;1.0444517;.79401135
8523;2;1;3;4;2;1;1;0;3;3;4;4;1;3;3;4;0;1;4;4;3;1;2;0;3;4;4;.85630989;-1.7990713;-.6933279;1.0444517;.92866403
4199;2;3;1;3;3;2;3;2;3;2;2;2;1;3;1;3;4;3;3;2;2;2;1;1;1;2;2;-.035730232;.46616268;.29505402;.35519829;-.12798908
4176;3;2;0;3;2;1;2;3;2;1;0;3;0;3;1;1;1;4;3;1;3;1;3;3;0;3;3;-.34799287;-.94286412;1.4401432;-.30577332;-.92156601
4055;3;3;0;3;3;2;2;3;3;4;4;0;0;3;4;4;3;3;3;4;2;2;3;1;4;2;0;.64550251;.72303754;1.224712;.35519829;1.7131033
5580;3;1;2;3;2;2;2;2;3;0;3;3;2;2;1;2;3;3;2;1;3;1;3;1;0;4;1;.69624585;-.42258081;.3071667;-.12952746;-1.090739
3483;3;1;2;3;3;2;1;2;3;1;1;3;1;3;1;1;1;3;3;1;0;1;3;1;2;3;3;-.52662444;-1.3070909;.49373451;.35519829;-.30117738
8075;1;0;1;4;2;3;2;3;4;3;1;4;0;3;2;2;2;4;3;3;0;2;3;1;2;2;3;-.72156888;-1.06396;1.2673594;.82264149;.36348993
5810;0;1;4;4;4;2;4;2;4;4;4;2;2;4;4;2;3;3;4;4;4;4;4;0;2;2;0;.11178869;.85062069;.14733125;1.5220822;1.5784507
227;4;4;4;4;4;0;3;0;2;0;2;3;0;4;0;3;4;4;4;2;4;4;4;4;1;4;4;.70025229;.54858017;.33821392;.20013897;-.40710497
8074;2;2;3;2;3;1;3;1;2;3;3;1;3;2;1;2;3;1;2;3;1;3;2;3;1;2;1;-.40024444;.6184476;-.86762142;-1.0264008;.23395953
3879;;2;1;3;3;2;2;2;3;2;3;3;0;4;0;2;1;3;4;2;2;2;4;2;0;2;2;-.0022589548;-.58034152;1.0388184;.62520903;-.50038749
6348;1;2;1;3;2;2;3;1;1;1;1;1;1;3;1;1;3;3;3;1;1;1;2;1;1;1;1;-1.0986983;.23016553;.2819441;-.10788487;-.73280567
1360;1;2;4;2;2;2;2;1;2;2;2;2;3;2;2;2;3;1;2;2;1;2;1;2;1;1;2;-.75857133;-.077403285;-1.2261374;-.81168568;-.18721898
9392;3;3;1;3;3;2;4;1;3;2;0;0;0;3;0;2;4;4;2;0;2;3;3;1;0;3;0;-.16716874;1.4746548;.86967528;.11656155;-.88593882
2694;1;2;2;2;2;0;3;2;2;3;1;4;0;2;1;1;0;2;3;3;0;2;2;2;3;2;3;-1.4345869;-.88325357;.27913901;-.57304895;.36861217
3338;2;1;4;2;3;3;3;0;2;0;3;4;3;3;3;1;3;1;3;1;3;3;1;2;0;3;2;.32651442;-.1578715;-1.4249794;-.32695991;-.48059472
3707;1;0;3;2;2;1;1;0;3;3;3;4;0;3;2;1;1;2;2;3;2;0;2;1;2;1;4;-.77503419;-1.9890313;-.29132894;-.11934002;.36348993
4394;2;1;4;3;3;2;1;0;3;4;4;3;4;2;4;1;2;1;3;4;1;2;3;1;4;2;3;-.23256479;-.9336105;-1.240083;.10910928;1.7131033
856;3;3;2;4;3;3;3;1;1;3;3;1;1;3;2;2;3;3;3;3;1;3;3;1;1;1;1;-.06163682;.7936058;.29489246;.1280167;.41759762
4144;3;0;3;2;2;2;3;1;2;2;3;3;2;2;0;3;2;1;3;1;1;1;2;2;2;3;1;.32765508;-.58800966;-.6810537;-.57304895;-.55851048
5224;1;2;2;0;3;2;2;1;2;0;0;0;0;3;0;2;2;4;0;0;0;2;3;0;0;2;0;-1.0650142;.36854008;.69689143;-1.0852433;-1.2242846
6637;2;3;3;3;2;2;3;1;3;2;3;2;3;3;1;2;2;1;3;2;2;2;1;1;1;2;1;-.047134697;.27586576;-1.0533535;.35519829;-.37085706
8980;4;3;1;4;4;3;3;2;4;0;1;3;0;4;0;3;2;;4;0;2;3;3;0;0;3;1;.52878684;.32574701;.88758975;1.5220822;-.9814167
422;1;2;4;2;2;2;2;1;1;1;1;3;4;2;0;0;2;1;1;1;1;3;2;2;1;1;2;-1.274464;-.20686126;-1.2269731;-1.2818639;-.91644371
4150;2;1;1;3;1;1;1;1;1;1;2;3;2;2;1;2;1;1;1;3;3;1;2;1;1;2;1;-.2165544;-.97032779;-.33548608;-.83124745;-.59012228
9285;2;3;1;2;3;2;2;2;3;3;3;2;1;2;1;1;2;3;3;3;3;2;3;1;2;1;2;-.24517995;-.08158429;.66651833;-.1267923;.42271987
7592;4;0;4;3;3;3;2;0;3;4;4;1;3;3;2;3;1;2;3;4;4;2;0;1;3;3;2;1.3699218;-.64213836;-1.3952805;.35519829;1.1570668
304;1;0;3;3;2;2;3;1;3;2;4;2;3;2;2;3;2;1;3;3;2;2;0;2;1;2;1;.11624771;-.24960892;-1.2390858;-.10560574;.0055567333
5911;1;1;3;3;2;1;2;1;2;1;2;2;0;2;1;3;2;2;2;1;1;2;3;1;2;2;1;-.56558454;-.2635192;.093245283;-.36106902;-.54404533
6386;3;3;1;3;1;3;3;1;1;0;2;3;1;3;0;2;2;2;3;1;3;2;3;1;0;2;1;.31835836;.131606;.2522451;-.10788487;-1.5172451
5648;3;2;1;4;3;0;3;3;3;3;3;2;0;4;2;2;3;4;3;4;2;2;4;0;2;2;1;-.2285583;.28004679;1.4530915;1.051904;.79913366
4737;2;3;1;3;3;3;3;2;3;1;2;1;0;3;1;3;3;3;2;2;2;3;3;0;0;2;1;.14335383;.7936058;.85308617;.33127657;-.48592228
7052;3;3;3;4;4;4;3;2;3;3;4;2;3;4;3;4;3;3;4;3;3;3;4;1;1;3;2;1.3740015;.48096451;.13354725;1.0758257;.84410369
9203;3;1;2;3;2;3;2;1;3;3;3;3;2;3;1;2;2;1;2;2;3;3;3;1;2;2;3;.48271957;-.55040103;-.32253772;.11656155;-.01292385
3214;1;1;2;3;3;2;3;0;1;2;2;2;2;4;2;2;2;2;3;2;2;2;3;2;2;2;2;-.38824055;-.2428322;-.30594862;-.076510884;.24440932
925;1;3;2;2;2;2;3;1;1;3;3;1;2;3;3;2;3;1;2;1;1;3;1;4;3;1;1;-.59421003;.7936058;-.69400203;-1.2265683;.35033691
7802;4;3;4;3;2;2;4;2;1;3;3;0;4;3;2;3;4;0;3;3;3;4;0;2;0;4;0;1.0487561;1.6687959;-1.6150265;-.32259989;-.014030678
6183;3;2;0;3;3;3;2;2;3;3;4;1;1;3;3;3;2;4;4;3;3;2;3;1;2;3;1;1.0191517;.0558988;1.0547333;.59383506;.78999603
9408;2;2;3;3;3;4;3;0;2;2;3;2;3;2;2;3;3;2;3;2;3;2;1;2;3;2;1;.66082472;.28004679;-1.0367645;-.3371473;.43316966
9728;2;3;0;3;4;4;4;3;3;2;3;0;0;4;0;4;3;3;3;1;2;4;2;1;0;3;0;.85887003;1.4894567;1.0389798;.60128736;-.45029521
7817;3;2;3;4;3;2;4;1;3;2;3;1;3;3;1;3;3;2;3;1;2;3;2;1;1;2;1;.30537555;.8075161;-.65219033;.59109992;-.32076478
4127;3;2;2;3;2;2;3;2;3;3;3;2;1;2;2;2;3;3;3;3;2;2;3;1;2;2;2;.12960987;.11166525;.49373451;.10910928;.36348993
4746;3;0;2;3;3;2;1;4;3;1;1;4;1;3;1;4;2;0;1;4;2;0;2;1;3;3;3;.34872392;-1.6413106;.05939297;-.12207519;.46591005
7486;3;3;3;3;3;3;3;1;3;3;3;1;3;3;3;3;3;2;3;1;2;3;1;1;1;3;1;.68076485;.7936058;-.83792245;.35519829;.21568426
5004;2;1;3;3;3;1;3;2;3;4;4;2;2;3;3;2;2;3;3;3;3;2;2;3;3;3;2;.30847326;-.2428322;-.051349264;-.074231744;1.1479293
7858;4;3;3;3;3;2;4;1;3;3;3;1;2;3;3;3;1;2;3;3;4;1;3;0;2;3;1;1.0264765;.23571379;-.27989036;.56991333;.78999603
4797;4;1;4;4;2;4;0;0;3;1;4;3;1;3;1;3;1;1;3;3;4;0;0;0;4;4;2;1.7453111;-1.5219189;-1.2375761;.80581492;.21902665
1211;2;2;4;2;2;2;3;2;3;2;4;3;4;2;2;2;3;2;2;2;2;2;2;2;2;2;2;.11722656;-.032594535;-.81269991;-.58014405;.0015413385
7359;2;2;3;3;3;2;3;1;3;1;3;3;2;3;1;2;1;3;3;2;3;2;3;1;1;2;2;.12689094;-.39127299;-.064459182;.35519829;-.297162
3489;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
9099;2;2;3;2;2;2;2;2;2;3;3;3;2;2;2;2;1;1;2;3;2;1;2;2;2;2;2;-.047134697;-.77448255;-.48221159;-.81168568;.36348993
3485;0;1;2;3;3;1;3;2;2;0;2;2;0;3;0;2;2;3;3;0;1;2;3;3;0;1;1;-1.1143999;-.074450664;.68030238;-.30577332;-1.2242846
11;1;1;3;1;1;1;2;1;1;4;1;1;2;1;1;3;1;2;2;2;1;1;1;3;2;1;1;-.92625093;-.49273968;-.65135467;-1.7399328;-.086618945
5304;2;2;1;2;3;2;3;0;2;1;3;1;2;3;1;2;3;2;2;3;1;2;3;2;1;1;1;-.41746548;.42430654;-.13316481;-.5655967;-.10438626
9675;2;2;1;3;3;3;3;2;3;2;3;2;1;3;2;2;4;3;2;2;4;3;2;0;1;2;1;.48000062;.65352702;.48078617;.33127657;.055649005
5002;1;2;2;3;3;1;3;2;3;4;3;1;2;3;3;2;3;2;2;2;1;2;2;1;2;2;1;-.576989;.42430654;-.093996629;.11656155;.76639324
7898;2;1;1;4;2;2;1;0;2;4;3;3;2;2;4;3;2;1;3;4;;2;0;2;2;2;2;.15681522;-.76522899;-.90579242;-.10124574;1.0927147
7192;4;2;2;4;4;3;2;2;3;3;3;2;1;4;3;3;2;3;4;3;4;3;4;1;2;3;2;1.2055606;-.062601484;.67946666;1.0758257;1.032864
9475;4;1;3;3;3;2;3;0;3;3;3;2;2;3;2;2;3;2;3;2;3;2;2;2;3;3;2;.67668527;-.063492976;-.66446459;.14048328;.60234249
8801;3;2;1;3;3;3;2;3;3;2;3;2;1;2;2;2;1;3;3;1;3;1;2;2;1;2;0;.48271957;-.29345968;.67962825;-.10560574;-.13712671
4582;3;2;3;3;2;2;2;2;2;2;2;4;1;2;2;2;0;2;2;1;1;1;3;2;2;2;3;-.20877701;-1.2664632;.10551955;-.57578409;-.19123437
7092;2;1;0;4;4;3;3;1;4;2;3;3;1;4;3;4;1;3;4;3;2;2;4;0;2;2;3;.48348078;-.73481274;.8261922;1.5220822;.86369103
6978;3;2;1;4;4;4;3;1;4;1;3;1;1;4;0;3;2;4;3;1;3;3;4;1;1;3;0;1.0338745;.60748988;.86883956;1.0687305;-.43070778
4708;2;1;2;2;2;1;2;1;2;0;1;1;1;2;0;3;2;2;2;2;2;2;3;2;2;2;1;-.37917557;-.11925941;.079461269;-.81168568;-.70408058
8313;4;4;2;3;3;3;3;1;3;0;3;1;1;3;1;3;2;3;3;0;2;2;3;1;0;3;1;.85750937;.59528375;.29489246;.35519829;-1.0406466
7959;1;4;2;3;2;2;3;2;2;2;3;0;2;3;2;2;2;3;2;3;3;2;3;2;2;2;1;-.049853642;.7395435;.3071667;-.32969505;.19431704
9607;2;2;1;3;2;3;3;1;3;1;2;3;1;2;1;2;1;3;3;1;3;2;3;1;2;2;3;.14161377;-.55965453;.46767625;.10910928;-.54404533
2722;2;2;2;4;4;4;4;0;2;4;4;4;0;4;4;4;4;4;4;4;4;2;4;2;4;4;4;1.5675877;-.14520964;.6837815;.62956899;1.9559714
6884;2;2;4;3;2;2;3;1;2;4;3;1;3;3;3;1;4;1;3;4;2;3;2;2;2;2;1;-.22290044;.79778689;-1.0404053;-.091058306;.90907657
2389;3;1;4;4;2;3;2;2;4;4;4;4;2;3;4;1;1;0;4;4;2;1;3;0;3;2;3;.29728946;-1.2622821;-.68469441;1.2759932;1.2814749
9723;2;2;1;3;3;2;2;2;3;1;2;2;2;3;3;3;3;3;3;1;2;2;3;1;1;4;3;.35688007;-.24578482;.47995049;.35519829;-.12266152
4650;3;2;4;3;1;0;3;0;3;3;1;4;2;3;2;0;3;1;2;3;0;1;2;2;3;1;4;-1.4531685;-.70775843;-1.0526795;-.098153472;.30938226
439;0;3;0;1;1;1;2;1;1;1;1;0;2;1;0;0;3;2;1;1;1;3;2;1;1;1;0;-1.6302925;.91717863;.052728899;-1.5491396;-1.1593118
6621;2;2;3;3;2;1;3;1;2;2;2;1;2;3;1;2;3;3;3;2;1;2;3;2;1;2;2;-.56460565;.25592503;-.064459182;-.091058306;-.37085706
5069;3;2;1;2;2;2;3;2;2;2;3;3;1;3;2;3;3;3;2;2;3;3;3;2;2;3;2;.67570639;.16154648;.66651833;-.5655967;.0015413385
8535;3;1;2;2;2;3;2;2;3;1;3;3;1;1;1;1;2;3;2;3;3;1;1;1;1;3;2;.503259;-.77030158;.12227018;-.61151803;-.34725428
6100;2;3;3;2;2;2;3;2;3;1;2;2;2;2;1;1;3;2;3;1;3;3;2;2;1;3;1;-.016930908;.64934605;-.26678044;-.34150732;-.73280567
2896;3;2;1;2;3;2;1;2;2;2;2;1;0;2;1;3;2;3;3;1;2;3;;2;2;3;2;.33731946;-.10741021;.90538764;-.57304895;-.13200447
9056;0;1;3;2;1;1;3;0;2;1;1;2;3;2;1;3;3;1;2;2;1;2;1;2;1;1;2;-1.1029955;-.063492976;-1.2521957;-.81168568;-.78289801
3448;1;1;2;2;1;1;3;1;1;3;3;1;0;2;1;1;2;1;2;3;0;1;1;1;1;1;1;-1.1230855;-.12433192;-.32086641;-.82851219;-.25177643
9633;3;2;4;3;3;1;3;0;3;0;1;4;4;3;1;2;3;3;3;1;1;2;4;1;2;2;2;-.55222237;-.17685431;-.62348855;.35519829;-.47035027
2087;1;3;1;3;3;3;3;1;2;4;4;2;3;4;4;2;3;2;4;4;2;3;1;1;4;2;4;.11956606;.14420143;-.49235487;.60838246;1.7131033
4211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3982;2;3;3;3;3;2;4;1;3;2;2;2;1;4;1;2;3;2;3;2;2;3;2;0;1;2;1;-.21149595;.83841461;-.27905467;.81600237;-.12798908
2681;2;2;1;3;3;1;3;2;3;1;1;0;2;3;2;2;3;2;3;2;2;3;3;1;1;2;1;-.5549413;.76270741;.2645193;.35519829;-.11352389
9701;2;3;3;3;3;2;3;0;3;3;3;1;2;3;2;2;2;2;3;2;2;3;3;1;0;2;1;-.047134697;.61426657;-.47873241;.35519829;.036061589
8686;4;3;3;4;4;2;4;4;3;2;3;1;3;3;3;4;4;1;3;3;3;3;1;3;0;4;0;1.2245218;1.3303951;-.4568274;.16166988;.48617044
9427;2;1;3;3;1;2;3;0;1;0;4;3;2;3;0;3;2;2;3;2;3;3;1;2;2;2;1;.46701789;-.024569424;-.85019672;-.32259989;-.94694865
9289;1;1;4;2;2;1;1;0;1;2;1;4;0;2;1;3;0;0;2;3;2;1;0;2;2;2;3;-.55592018;-1.6306897;-1.2664394;-1.0432272;.010678951
8123;2;2;2;2;2;3;2;1;2;1;3;2;2;3;2;2;3;2;3;1;2;3;2;2;1;2;2;.13194938;.11673775;-.29283869;-.32695991;-.54916757
7775;2;2;3;3;2;3;3;1;2;1;3;2;3;2;1;2;2;2;2;2;2;2;1;2;1;2;2;.13194938;-.067673989;-.83792245;-.57578409;-.54003
4230;4;2;1;3;4;3;3;2;3;0;3;3;1;3;0;3;3;3;3;4;4;2;4;1;1;4;2;1.4018658;-.032594535;.85225046;.35519829;-.021553544
2140;2;3;2;2;2;1;1;1;1;3;1;0;1;3;1;2;3;2;3;2;1;3;3;2;1;1;0;-.92527205;.72811007;.079461269;-.55850148;-.20168416
6392;3;3;3;3;3;2;3;2;3;2;3;2;1;3;1;1;3;2;3;1;3;3;3;1;0;3;1;.32417491;.64934605;.10551955;.35519829;-.50952512
3809;2;2;4;3;2;2;4;0;2;2;2;0;3;3;1;1;3;2;3;2;2;3;2;1;2;2;0;-.38726172;1.1201574;-1.0238161;.12365671;-.18209675
8738;1;1;3;3;2;1;3;0;3;3;3;2;3;3;3;0;2;2;2;3;1;2;1;1;2;1;3;-1.1248256;-.41121376;-1.0367645;.11656155;.54712808
2987;1;2;2;3;3;2;3;0;3;1;2;1;2;2;1;2;3;2;2;1;;2;3;2;0;2;0;-.46343064;.59268808;-.30594862;-.34424248;-.678698
7883;4;2;3;3;4;3;4;2;3;2;3;3;2;3;3;3;3;1;3;3;2;3;1;2;1;3;3;.85750937;.1822335;-.66794378;.14048328;.67493075
1009;0;4;4;4;4;3;2;0;1;4;2;1;3;2;0;2;4;2;2;4;0;2;0;2;4;0;1;-1.1265625;.76489371;-1.3952805;-.57142413;1.2214191
2512;2;3;1;2;2;2;2;2;2;1;2;0;0;1;1;1;3;2;2;2;1;2;2;2;1;2;1;-.56128734;.55465603;.4519228;-1.0577747;-.54003
971;2;2;2;2;2;4;3;0;2;1;1;2;3;2;1;1;2;1;3;3;4;3;2;2;0;3;1;.35090163;.29484859;-.89367974;-.57304895;-.53601462
4849;2;1;1;2;2;2;1;2;3;2;1;3;1;2;2;2;2;3;2;2;2;2;3;2;2;2;2;-.3758572;-.76522899;.66651833;-.58014405;.0015413385
4063;2;3;2;2;2;2;3;2;2;0;2;1;2;2;1;3;3;2;2;2;2;3;2;2;0;2;1;-.035730232;.7936058;-.093996629;-.81168568;-.89796323
2458;2;1;1;2;2;1;3;1;3;1;2;3;1;3;1;1;2;3;2;2;1;2;3;1;1;2;3;-.74037141;-.55547351;.46767625;-.11934002;-.54003
4437;1;3;2;2;3;2;3;1;2;1;3;1;3;4;1;2;3;2;3;1;2;3;1;1;0;2;1;-.22387928;.7936058;-.66513866;.13384412;-.678698
9565;3;2;4;4;4;4;4;0;4;4;4;2;3;4;4;2;4;2;4;4;3;4;1;0;2;3;1;1.02247;1.0367366;-1.2095482;1.5220822;1.5784507
4828;4;3;1;3;4;4;4;2;3;0;3;4;0;3;0;4;0;3;3;0;4;2;3;1;3;4;0;1.7567154;-.013882206;.85308617;.35519829;-.41513577
6064;2;2;1;2;1;1;2;2;3;2;3;3;0;2;2;1;2;0;2;2;2;2;0;3;2;2;2;-.40198454;-.40100229;-.35040385;-.79485905;-.24132669
5867;2;1;3;2;1;3;1;;2;3;3;3;2;2;3;1;2;1;3;3;1;1;2;2;3;3;3;-.021536818;-1.1277516;-.72450572;-.57304895;.49302036
4642;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
3357;2;1;2;2;2;2;2;3;3;1;3;3;2;2;2;2;4;2;1;4;2;2;1;2;3;2;3;-.047134697;-.38586357;-.080886737;-.81878078;.40668017
8765;3;2;2;3;3;3;3;2;2;2;2;3;1;2;2;3;2;3;2;2;1;2;3;2;2;3;3;.34237793;-.3803153;.49373451;-.57578409;.24440932
4974;2;1;0;3;2;2;1;3;2;2;0;2;0;2;1;2;2;4;2;0;4;1;4;3;0;3;2;.0041379626;-.81511027;1.6258752;-.79049909;-.94516879
7188;3;3;2;3;2;1;3;1;2;3;1;1;1;2;1;3;3;3;2;2;1;2;3;2;3;3;1;-.18015151;.59946477;.29489246;-.57578409;.17583647
551;2;0;2;4;1;3;2;2;3;3;1;3;0;2;0;;;;;;;;;;;;;-.25305998;-1.1645534;.68085319;.30171713;-.87637234
753;2;;3;2;4;1;2;1;2;1;2;2;2;4;2;2;3;3;2;3;2;3;2;2;3;2;2;-.39058006;.11893845;-.25019133;-.31950766;.69964039
6086;2;1;2;3;3;2;2;1;2;1;0;3;2;2;0;3;2;3;3;2;3;3;4;2;1;2;3;-.19042708;-.55040103;.2940568;-.3371473;-.48080006
2103;1;1;3;3;3;2;2;2;1;3;3;3;3;3;3;1;3;2;2;2;1;2;2;2;3;1;2;-.76997572;-.39682126;-.45334825;-.56123668;.78598058
1635;3;2;3;4;3;3;3;2;4;0;1;3;0;3;0;3;3;3;3;2;3;2;2;0;0;3;2;.52606791;-.032594535;.32178637;1.0373566;-.83873332
8038;3;3;2;4;3;3;3;2;4;3;3;1;1;3;2;3;2;3;3;2;3;3;2;0;1;3;1;.85479045;.61426657;.30800235;1.0373566;.2248219
5243;2;2;2;3;2;2;3;1;2;3;3;1;2;2;1;2;2;2;1;1;1;2;2;2;0;2;0;-.22116034;.41334888;-.29283869;-.81442082;-.58322018
1801;1;1;4;3;2;1;3;1;3;2;2;1;3;2;2;2;3;0;2;2;1;2;2;2;1;2;1;-.74135023;.24914832;-1.2558364;-.34424248;-.18721898
357;4;2;3;4;2;2;3;2;3;4;3;2;1;3;4;2;3;3;4;2;1;2;4;0;3;3;2;.32863393;.11166525;.50668287;1.0444517;.89592361
9465;3;2;3;2;2;1;3;2;2;2;2;2;1;2;2;3;2;2;2;2;2;2;2;2;2;3;2;.1582354;-.067673989;-.080212615;-.81168568;.0015413385
5781;1;1;1;3;3;2;1;2;3;3;3;3;0;3;2;1;1;3;3;3;2;2;4;0;2;2;2;-.399645;-.94456822;1.0388184;.56991333;.60635793
698;1;2;2;1;1;2;1;2;1;1;2;3;1;1;2;1;3;2;1;2;1;1;2;1;2;1;1;-.93433708;-.4364911;.092571184;-1.5491396;-.41049957
175;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
1295;4;4;1;4;3;2;3;1;2;1;2;2;0;4;0;2;2;3;3;1;2;2;3;1;2;4;1;.53460348;.45102397;.65424407;.60564733;-.48481545
2997;0;2;3;3;2;2;2;0;2;3;3;2;4;3;2;2;2;0;3;2;2;2;1;2;1;0;2;-.79323411;-.25674251;-1.6541946;-.091058306;-.018046079
8575;3;3;2;4;3;3;3;1;4;2;1;1;2;4;3;2;1;3;3;1;4;3;3;0;0;3;1;.52432787;.43492734;.10832462;1.2834455;-.14224894
2749;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
9581;2;2;3;1;1;3;2;3;;3;3;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;.30771509;-.40100229;.1474928;-1.1566406;-.072153762
7820;3;2;3;3;3;4;2;3;3;4;3;3;2;3;2;3;1;2;3;3;1;2;2;1;2;2;3;.48951814;-.74872303;-.067938365;.35519829;.77553087
8399;3;3;1;4;4;3;3;3;4;0;3;2;1;4;1;3;3;3;4;0;3;3;3;0;0;3;1;.85479045;.64934605;.86536038;1.5220822;-.79777867
8940;3;2;2;3;3;3;3;3;3;1;3;3;2;3;1;3;3;3;4;2;1;3;3;0;1;2;1;.31043404;.32992801;.50600874;.80855006;-.297162
825;2;3;3;2;2;2;4;1;2;1;2;1;2;2;1;3;3;2;2;2;4;3;1;2;0;1;0;.11601585;1.1510559;-.65135467;-.81168568;-.72879034
5876;2;1;1;3;3;2;2;1;3;1;1;3;1;3;1;3;2;3;3;1;2;1;3;1;1;3;2;-.0037863357;-.77030158;.46767625;.35519829;-.48993769
7095;3;1;3;2;3;1;3;3;3;2;3;1;1;4;1;2;3;3;2;2;3;2;3;1;1;3;1;.32085654;.24914832;.5197928;.12674899;-.12798908
9377;2;2;2;3;3;2;3;2;3;1;2;2;1;3;1;2;2;3;3;2;2;2;4;1;1;2;2;-.21149595;-.067673989;.67946666;.35519829;-.297162
3911;3;3;2;2;2;2;2;1;3;1;1;3;2;2;0;2;2;3;2;0;3;1;1;1;2;1;1;-.22139215;-.25160357;-.26313969;-.36542904;-.92045909
4610;2;1;1;3;3;2;3;1;2;2;2;1;2;2;2;2;2;3;2;2;2;2;3;2;2;3;2;-.01519081;-.098572433;.28110844;-.57578409;.24440932
4542;3;3;2;3;2;2;3;1;2;1;3;3;0;3;0;3;3;2;2;1;3;2;3;1;1;2;1;.4794012;.31094521;.26602909;-.11498003;-.91644371
6833;2;3;2;2;3;2;2;1;2;1;2;3;1;2;0;2;2;2;2;2;1;2;2;2;1;2;1;-.38552162;-.057462525;-.10627089;-.81168568;-.48080006
7132;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.034751385;-.08158429;.10484542;-.81168568;.0015413385
7104;2;1;1;3;2;2;3;2;3;2;2;3;1;3;0;2;4;2;2;2;1;2;3;1;2;2;1;-.38552162;.13996801;.45108715;.11656155;-.36573485
